active_account,delinquent_account,ident_monitor_opt,Num_Bk_Accts,income,bk_accts_ssn,cells_ssn,dls_ssn,emails_ssn,hmphones_ssn,addrs_ssn,ssn_ssn,zips_ssn,empl_ssn_6Mo,pday_inq_15days,dti_score,days_from_registration,days_from_login,asset_score,alt_risk_score,seg_id,stability_score,max_bkaccts,auto_inq_1dy,auto_inq_7dy,auto_inq_72hr,cc_inq_72hr,cc_inq_10dy,pl_inq_72hr,pl_inq_90dy,alt_risk_score_2
1,1,0,1,33500,1,1,0,1,0,1,1,1,0,0,9003,114,114,9003,499,1,897,1,NaN,NaN,NaN,NaN,0,NaN,NaN,495
1,1,0,0,42900,0,0,0,1,1,2,1,2,0,0,9003,3440,155,9003,491,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,489
1,0,0,1,56600,0,0,0,0,0,1,1,1,0,0,9003,945,27,15,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,508
1,0,0,3,90000,1,1,1,1,0,1,1,1,1,0,9003,980,21,9003,471,1,937,2,NaN,NaN,NaN,NaN,0,NaN,0,485
1,1,0,8,14000,3,1,1,2,2,1,1,1,3,0,9003,2660,6,15,455,1,729,2,NaN,NaN,NaN,NaN,0,NaN,0,457
1,0,0,0,31200,0,0,0,0,0,0,1,1,0,0,9003,1069,1,9003,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,518
1,0,0,4,31100,2,1,1,1,1,2,1,2,1,0,9003,279,139,15,475,1,916,1,NaN,NaN,NaN,NaN,0,NaN,NaN,478
1,0,0,0,24000,0,0,0,0,0,0,1,1,0,0,9003,3718,7,5,489,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,502
1,0,0,0,29100,0,1,0,1,0,1,1,1,0,0,9003,718,1,3,489,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,481
1,0,0,1,3500,1,1,1,1,1,1,1,1,1,1,9003,59,5,15,500,1,756,1,NaN,NaN,NaN,NaN,0,NaN,NaN,474
1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,NaN,61000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4655,4655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,NaN,82250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1354,15,29,531,8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,NaN,60000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,61,6,94,547,8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,48000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,631,14,27,534,2,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,13400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3931,1679,50,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,45000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,1395,2,8,480,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,10092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4096,1,53,515,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,NaN,19200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,2271,156,7,520,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,35800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,1981,24,27,535,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,1,NaN,41800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,1294,52,9003,442,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,1,0,NaN,34900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,81,61,15,445,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,14400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,3650,233,2,444,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,38700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,4522,9,2,459,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,252,1,9003,429,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,NaN
1,0,0,NaN,37200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,948,9,9003,449,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,27800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,204,10,9003,429,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,1,0,NaN,47600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,351,10,9003,426,1,NaN,NaN,0,0,0,1,1,0,0,NaN
1,0,0,6,98981,3,1,1,2,1,5,1,3,5,1,42,3565,1,69,483,8,694,2,NaN,NaN,NaN,NaN,0,NaN,0,446
1,0,0,8,58000,4,2,2,3,3,3,1,3,7,4,10,2172,1,52,464,6,622,4,NaN,NaN,NaN,NaN,0,NaN,0,489
1,0,0,8,59376,4,2,3,2,1,2,1,2,3,0,17,3071,1,11,515,8,732,1,NaN,NaN,NaN,NaN,0,NaN,0,479
1,0,0,5,88000,2,1,1,1,2,1,1,1,2,0,27,3221,10,100,594,8,873,1,NaN,NaN,NaN,NaN,0,NaN,0,550
1,0,0,1,66900,1,1,0,1,0,1,1,1,0,0,30,2679,2,30,577,5,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,581
1,0,0,7,50004,2,1,1,2,2,2,1,1,1,0,28,2448,4,28,557,6,873,2,NaN,NaN,NaN,NaN,0,NaN,NaN,580
1,0,0,2,36000,1,1,1,1,1,1,1,1,1,0,42,4484,1,31,628,5,951,2,NaN,NaN,NaN,NaN,0,NaN,0,508
1,0,0,2,72000,2,1,1,1,1,2,1,1,1,1,23,2807,89,44,551,5,755,1,NaN,NaN,NaN,NaN,0,NaN,NaN,506
1,0,0,7,47760,2,1,2,4,1,1,1,2,3,0,39,4305,12,47,530,5,876,3,NaN,NaN,NaN,NaN,0,NaN,0,439
1,0,0,1,86000,1,1,1,1,1,1,1,1,4,2,14,3628,1,48,557,5,778,1,NaN,NaN,NaN,NaN,0,NaN,0,501
1,0,0,8,52000,4,3,2,3,3,3,1,3,3,1,7,3997,1,20,483,8,659,1,NaN,NaN,NaN,NaN,0,NaN,0,487
1,1,0,4,58000,0,0,0,0,0,1,1,1,0,0,15,3936,62,24,529,8,NaN,2,NaN,NaN,NaN,NaN,0,NaN,0,610
1,0,0,1,66000,0,1,1,1,0,1,1,1,1,1,19,5223,2,134,581,8,770,1,NaN,0,NaN,NaN,0,NaN,0,507
1,0,0,4,38000,1,1,1,1,1,3,1,2,1,4,4,3158,2,9,526,1,738,1,NaN,NaN,NaN,NaN,1,NaN,NaN,526
1,0,0,6,36000,5,1,6,2,2,1,1,2,5,7,52,3170,2,92,493,1,750,3,NaN,NaN,NaN,NaN,0,NaN,0,543
1,0,0,1,84996,1,2,0,2,0,2,1,2,0,0,20,3799,1,80,549,8,776,1,NaN,NaN,NaN,NaN,0,NaN,0,512
1,0,0,2,30000,0,1,0,1,1,2,1,1,0,2,8,2971,1,69,538,6,929,1,NaN,NaN,NaN,NaN,0,NaN,0,533
1,1,0,3,43680,1,1,1,1,1,4,1,1,1,0,0,3674,79,41,529,8,911,2,NaN,NaN,NaN,NaN,0,NaN,NaN,552
1,0,1,3,31200,1,1,0,2,1,2,1,1,0,0,11,1540,12,16,479,8,937,2,NaN,NaN,NaN,NaN,0,NaN,NaN,590
1,0,0,3,38745,1,1,1,2,1,1,1,1,0,0,10,2698,25,38,538,8,911,2,NaN,NaN,NaN,NaN,0,NaN,0,532
1,0,0,1,49600,0,0,0,1,1,1,1,1,0,0,9,2795,2,63,588,8,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,565
1,0,1,4,35490,3,2,1,2,2,4,1,3,1,1,0,1391,2,7,514,7,813,1,NaN,NaN,NaN,NaN,0,NaN,NaN,543
1,1,0,2,70000,1,1,1,1,1,1,1,1,0,0,33,4187,131,13,510,1,897,1,NaN,NaN,NaN,NaN,0,NaN,NaN,568
1,0,0,4,65000,0,0,0,1,0,1,1,1,0,0,21,118,3,51,517,8,836,1,NaN,NaN,NaN,NaN,0,NaN,NaN,568
1,0,0,1,70000,0,0,0,0,0,1,1,1,0,0,1,2798,16,76,577,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,610
1,0,0,4,28800,3,3,3,2,3,8,1,4,1,0,14,2385,36,19,492,1,697,3,NaN,NaN,NaN,NaN,0,NaN,NaN,448
1,0,0,1,39200,0,0,0,0,0,1,1,1,0,0,9002,1135,2,18,525,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,543
1,0,0,2,41000,1,1,1,3,2,1,1,1,0,0,34,3063,5,53,524,1,894,1,NaN,NaN,NaN,NaN,0,NaN,NaN,582
1,0,1,3,36300,1,1,1,1,1,1,1,1,0,0,9002,1752,52,21,533,1,897,1,NaN,NaN,NaN,NaN,0,NaN,NaN,534
1,0,0,0,1000,0,0,0,0,0,1,1,1,0,0,9003,2319,1297,9003,466,1,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,501
1,0,0,1,39840,0,0,0,0,0,1,1,1,0,0,9003,2471,2,9003,513,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,518
1,1,1,5,24000,5,2,3,3,2,5,1,2,3,3,21,1569,4,25,515,6,732,1,NaN,NaN,NaN,NaN,0,NaN,NaN,456
1,1,1,3,48000,1,1,0,1,0,2,1,2,0,0,3,1513,1,79,500,6,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,523
1,0,0,1,40000,1,1,0,1,1,1,1,1,1,0,41,3083,6,113,543,8,816,1,NaN,NaN,NaN,NaN,0,NaN,NaN,519
1,0,0,1,34000,0,0,0,0,0,1,1,1,0,0,15,1340,6,31,533,5,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,498
1,0,0,4,43000,2,1,1,1,1,1,1,1,1,0,13,2805,2,44,509,5,916,1,NaN,NaN,NaN,NaN,0,NaN,0,521
1,1,1,2,88000,0,0,1,1,1,2,1,1,0,0,1,1803,1,23,544,5,897,1,NaN,NaN,NaN,NaN,0,NaN,0,560
1,0,0,1,96000,1,1,1,1,1,2,1,1,0,0,12,3720,5,43,557,8,937,2,NaN,NaN,0,0,0,0,NaN,527
1,1,1,9,14004,2,2,2,1,1,1,1,1,1,0,2,1636,3,99,494,7,890,1,NaN,NaN,NaN,NaN,0,NaN,NaN,561
1,0,0,0,60000,0,0,0,0,0,1,1,1,0,0,14,3760,5,35,530,8,951,1,NaN,NaN,0,0,0,1,1,557
1,0,0,1,36000,0,1,0,1,0,2,1,2,0,0,0,1730,6,8,533,7,911,1,NaN,NaN,NaN,NaN,0,NaN,0,564
1,0,0,5,85400,2,2,1,2,1,1,1,1,1,0,16,4523,8,25,520,7,890,1,NaN,NaN,NaN,NaN,0,NaN,0,596
1,0,0,2,33000,0,0,0,0,0,1,1,1,0,0,9002,1038,13,13,515,8,NaN,2,NaN,NaN,NaN,NaN,0,NaN,NaN,558
1,0,0,0,48000,0,1,0,1,0,1,1,1,0,0,4,3934,64,36,533,8,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,536
1,0,0,1,12000,0,0,0,0,0,1,1,1,0,0,1,4417,6,31,538,5,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,451
1,0,0,3,50000,1,2,0,2,2,3,1,3,0,0,17,2706,1,58,519,7,745,1,NaN,0,NaN,NaN,0,NaN,0,518
1,1,0,0,50000,0,0,0,0,0,1,1,1,0,0,7,2421,10,22,506,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,539
1,0,0,0,86000,0,1,0,1,0,1,1,1,0,0,12,2003,624,26,504,1,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,561
1,0,0,2,39894,0,0,0,1,0,1,1,1,0,1,10,3717,9,14,529,1,807,2,NaN,NaN,NaN,NaN,0,NaN,NaN,510
1,0,0,1,65000,1,1,0,1,0,2,1,2,1,0,25,2437,289,13,524,1,937,1,NaN,NaN,NaN,NaN,0,NaN,NaN,519
1,1,1,2,30400,1,1,1,1,1,1,1,1,0,0,0,2187,4,5,525,6,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,514
1,0,0,1,48000,0,0,0,0,0,1,1,1,0,0,9002,4151,13,20,521,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,558
1,1,1,2,41600,1,1,1,1,1,1,1,1,3,3,41,1809,1,39,517,1,724,1,NaN,NaN,NaN,NaN,0,NaN,0,540
1,1,0,4,57000,3,1,2,2,2,3,1,2,3,0,7,197,6,12,488,2,850,1,NaN,NaN,NaN,NaN,0,NaN,NaN,519
1,0,0,1,35900,1,0,1,1,1,1,1,1,0,0,8,162,36,30,510,1,937,1,NaN,NaN,0,0,0,0,NaN,527
1,0,0,0,45000,0,0,0,0,0,1,1,1,0,0,9002,1010,1,23,515,8,NaN,1,0,0,0,1,2,0,0,550
1,0,0,3,12000,1,1,1,1,1,1,1,1,1,0,14,2940,2,32,510,1,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,597
1,0,0,1,37000,0,0,0,0,0,1,1,1,0,0,15,2222,118,37,532,1,NaN,1,0,0,0,1,0,0,NaN,563
1,0,0,1,12000,1,1,0,1,1,2,1,1,0,0,2,3975,1,47,532,7,937,1,NaN,NaN,1,0,0,0,0,586
1,0,0,0,55000,0,1,1,1,1,1,1,1,0,1,22,4202,2,15,534,1,786,1,NaN,NaN,NaN,NaN,0,NaN,0,549
1,1,1,0,76000,0,0,0,0,0,1,1,1,0,0,9003,1373,1,9,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,518
1,1,0,0,40100,0,0,0,0,0,1,1,1,0,0,9003,3605,7,3,490,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,504
1,0,0,0,46800,0,0,0,0,0,1,1,1,0,0,9003,642,12,9003,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,495
1,0,0,1,47000,0,0,0,0,0,1,1,1,0,0,9003,1913,1913,9003,506,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,492
1,0,0,1,40300,1,1,1,1,1,1,1,1,0,0,9003,100,6,9003,485,1,951,1,NaN,NaN,NaN,NaN,0,NaN,0,484
1,0,0,0,39800,0,0,0,0,0,1,1,1,0,0,9003,575,7,9003,491,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,495
1,0,0,1,24000,0,0,0,0,0,1,1,1,0,0,9003,2653,1,9003,505,1,NaN,1,0,0,0,1,1,0,0,517
1,1,0,1,51100,0,0,0,0,0,1,1,1,0,0,9003,2115,1,9003,500,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,517
1,1,0,0,48500,0,3,0,2,0,3,1,2,0,0,9003,273,8,5,501,1,762,1,NaN,0,NaN,NaN,1,NaN,0,456
1,0,0,2,33700,0,0,0,0,0,1,1,1,0,0,9003,3417,5,15,495,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,487
1,0,0,0,42500,0,0,0,0,0,1,1,1,0,0,9003,2383,56,15,491,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,508
1,0,0,0,11000,0,0,0,0,0,1,1,1,0,0,9003,833,3,9,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,513
1,0,0,1,36500,0,0,0,0,0,1,1,1,0,0,9003,2078,723,10,500,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,502
1,0,0,0,42400,0,0,0,0,0,1,1,1,0,0,9003,1444,14,9003,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,518
1,1,1,2,15000,2,2,1,3,2,1,1,1,4,0,9003,1731,3,15,461,1,859,1,NaN,NaN,NaN,NaN,0,NaN,0,479
1,0,0,1,20000,1,1,1,1,1,1,1,1,1,0,9003,3888,28,15,509,1,816,1,NaN,NaN,NaN,NaN,0,NaN,NaN,474
1,0,0,0,10320,0,0,0,0,0,1,1,1,0,0,9003,2842,14,3,488,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,476
1,0,0,1,39999,1,1,1,1,1,1,1,1,1,0,9003,3491,42,10,489,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,487
1,1,0,14,15000,3,1,1,4,2,3,1,2,1,0,9003,3026,8,9003,468,1,850,3,NaN,NaN,NaN,NaN,0,NaN,NaN,468
1,0,0,0,78900,0,0,1,1,1,2,1,2,0,0,9003,3520,10,9003,491,1,911,1,NaN,NaN,NaN,NaN,0,NaN,0,491
1,0,0,2,45000,0,0,0,0,0,1,1,1,0,0,9003,2517,43,9003,492,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,488
1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,NaN,12000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3303,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,11300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,943,36,73,532,5,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,NaN,35000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,4466,3,45,515,5,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,1,NaN,30000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1492,4,27,493,8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,2,165000,1,1,2,1,1,2,1,2,6,5,60,4103,1,163,477,5,763,1,NaN,NaN,NaN,NaN,0,NaN,NaN,550
1,0,0,4,39360,1,1,1,1,1,2,1,1,0,0,21,3470,3,78,544,6,937,1,NaN,NaN,NaN,NaN,0,NaN,NaN,551
1,0,0,5,72500,2,2,4,3,2,2,1,2,1,1,3,3385,41,12,525,8,700,2,NaN,NaN,NaN,NaN,0,NaN,0,540
1,0,0,3,51996,2,2,1,2,2,1,1,1,1,0,12,3014,3,147,585,8,772,2,NaN,NaN,NaN,NaN,0,NaN,NaN,545
1,0,0,3,40000,2,1,1,1,1,1,1,1,1,0,20,3584,1,25,580,5,741,28,NaN,NaN,NaN,NaN,0,NaN,NaN,567
1,0,0,1,99999.96,1,1,1,1,1,1,1,1,0,0,18,681,2,167,568,6,937,2,NaN,NaN,0,0,0,0,0,561
1,0,0,2,95000,0,0,0,0,0,1,1,1,0,0,39,3625,9,19,577,5,951,1,NaN,NaN,NaN,NaN,0,NaN,0,488
1,1,0,4,60000,3,2,1,3,2,5,1,4,2,4,45,4124,15,73,461,8,657,2,NaN,NaN,NaN,NaN,0,NaN,NaN,528
1,0,0,3,48000,1,1,0,1,1,1,1,1,0,0,5,3620,25,18,486,6,911,2,NaN,NaN,NaN,NaN,0,NaN,NaN,482
1,0,0,6,35520,3,2,1,1,2,4,1,4,2,0,1,2381,7,34,450,6,850,43,NaN,NaN,NaN,NaN,0,NaN,0,585
1,0,0,2,67000,2,2,2,4,2,3,1,2,4,3,19,3888,1,74,592,8,688,1,NaN,NaN,NaN,NaN,0,NaN,1,528
1,1,0,0,65000,0,0,0,0,0,1,1,1,0,0,21,3723,20,32,529,8,951,1,NaN,NaN,NaN,NaN,0,NaN,1,483
1,0,0,2,103200,1,0,1,2,2,1,1,1,0,0,3,3574,1,86,509,5,880,2,NaN,NaN,NaN,NaN,0,NaN,0,578
1,0,0,1,65000,0,0,0,0,0,1,1,1,0,0,16,3199,32,703,547,3,951,2,NaN,NaN,NaN,NaN,0,NaN,2,603
1,0,1,0,60000,0,0,0,0,0,1,1,1,0,0,22,1783,117,26,533,4,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,541
1,1,1,1,40000,0,0,0,0,0,1,1,1,0,0,8,1248,2,41,556,5,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,486
1,0,0,2,25000,2,2,1,3,2,1,1,1,2,0,10,3450,7,84,529,8,724,1,NaN,NaN,NaN,NaN,0,NaN,0,544
1,0,1,0,33751.12,0,0,0,0,0,1,1,1,0,0,2,1205,8,14,519,5,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,572
1,0,0,1,77000,0,0,0,0,0,1,1,1,0,0,28,2490,3,87,537,2,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,557
1,0,0,0,40000,0,0,0,0,0,1,1,1,0,0,13,3942,10,55,514,6,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,558
1,0,0,NaN,59000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,787,7,113,564,6,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,3,42300,0,1,0,1,2,3,1,3,0,0,2,3414,25,21,487,7,880,1,NaN,NaN,NaN,NaN,0,NaN,NaN,535
1,1,0,NaN,32448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2239,171,19,527,7,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,83600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36,2844,14,544,557,5,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,11,21000,4,1,1,3,2,3,1,2,8,4,9002,3169,7,79,451,8,662,2,NaN,NaN,NaN,NaN,0,NaN,NaN,483
1,0,0,2,80004,2,1,3,2,1,3,1,3,3,0,0,3288,1,148,525,8,876,1,NaN,NaN,NaN,NaN,0,NaN,NaN,578
1,0,0,2,70700,1,1,0,1,0,2,1,1,0,0,6,4137,6,39,559,8,937,2,NaN,NaN,NaN,NaN,0,NaN,0,586
1,0,0,0,65000,0,0,0,0,0,1,1,1,0,0,14,3689,3,56,560,8,937,1,NaN,NaN,NaN,NaN,0,NaN,1,515
1,1,0,5,42000,0,0,0,0,0,1,1,1,0,0,11,3782,21,20,495,7,NaN,6,NaN,NaN,NaN,NaN,0,NaN,NaN,553
1,0,1,6,38400,5,2,2,2,2,2,1,2,2,0,0,2218,20,81,492,2,831,1,NaN,NaN,NaN,NaN,0,NaN,0,543
1,0,0,3,69996,1,1,0,1,0,2,1,2,1,0,13,2577,1,21,529,2,911,1,NaN,NaN,NaN,NaN,0,NaN,0,553
1,1,0,1,37440,0,0,0,0,0,1,1,1,0,0,9002,3336,1,43,566,8,NaN,2,NaN,NaN,0,0,0,0,NaN,495
1,1,1,3,24000,1,1,1,1,1,2,1,2,1,0,9002,3899,10,49,502,8,937,2,NaN,NaN,NaN,NaN,0,NaN,0,523
1,0,0,4,37000,3,1,2,3,1,2,1,2,2,0,9,3871,2,116,495,8,746,1,NaN,NaN,NaN,NaN,0,NaN,NaN,502
1,0,0,3,75000,2,2,1,2,2,3,1,2,3,0,19,3774,1,82,486,8,724,2,NaN,0,NaN,NaN,2,NaN,0,535
1,1,1,0,45000,0,0,0,0,0,1,1,1,0,0,16,1864,393,29,526,5,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,652
1,0,0,3,46500,0,0,0,0,0,1,1,1,0,0,9002,3834,82,77,515,8,NaN,2,NaN,NaN,NaN,NaN,0,NaN,NaN,563
1,1,0,1,40800,0,0,0,0,0,1,1,1,0,0,9002,2981,19,21,542,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,577
1,0,0,4,28000,1,1,1,1,1,1,1,1,1,0,17,4081,22,30,522,6,937,2,NaN,NaN,NaN,NaN,0,NaN,NaN,538
1,0,0,1,43800,1,1,1,1,1,1,1,1,1,0,5,2932,1,41,521,8,951,1,NaN,NaN,NaN,NaN,0,NaN,0,534
1,0,0,9,49000,4,5,1,2,5,6,1,5,2,1,7,2809,5,20,506,2,688,1,NaN,NaN,NaN,NaN,0,NaN,0,519
1,0,0,NaN,25000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,2906,2,24,496,7,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,42500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,2365,4,33,538,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,NaN,50004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,3454,1,28,520,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,40000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,2594,1,8,504,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,90000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,2539,29,17,518,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,49800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,392,8,12,512,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,11,26000,8,2,2,3,3,4,1,3,9,5,10,2158,51,11,492,1,625,3,NaN,NaN,NaN,NaN,0,NaN,0,479
1,1,0,3,33800,1,1,1,1,1,2,1,1,0,1,9002,2455,1,15,557,1,812,1,NaN,NaN,0,0,0,0,NaN,520
1,0,0,1,48200,1,1,0,1,0,2,1,2,0,0,9002,2618,1,8,486,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,507
1,0,0,2,22880,2,2,1,3,2,4,1,4,1,0,2,2697,55,11,549,1,678,1,NaN,NaN,0,0,0,0,0,463
1,0,0,1,38000,0,0,0,0,0,1,1,1,0,0,13,1178,8,15,587,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,538
1,0,0,3,70000,1,1,1,1,1,2,1,1,0,0,9002,3489,11,25,510,8,911,1,NaN,NaN,NaN,NaN,0,NaN,0,495
1,0,0,1,15000,0,0,0,0,0,1,1,1,0,0,9002,3871,5,66,518,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,538
1,0,0,2,35000,2,1,1,1,1,3,1,1,0,0,29,3140,1,7,507,1,890,1,NaN,NaN,NaN,NaN,0,NaN,NaN,508
